city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,109,No
city_24,0.698,Male,Has relevent experience,no_enrollment,High School,nan,7,nan,nan,1,27,No
city_45,0.89,Male,Has relevent experience,no_enrollment,High School,nan,19,<10,Early Stage Startup,>4,46,No
city_176,0.764,Male,No relevent experience,Full time course,High School,nan,2,nan,nan,1,104,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,No Major,15,nan,nan,>4,174,Yes
city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,19,50-99,Funded Startup,1,7,Yes
city_21,0.624,nan,No relevent experience,Full time course,Graduate,STEM,3,50-99,Funded Startup,1,26,Yes
city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,9,500-999,Public Sector,1,32,No
city_116,0.743,nan,Has relevent experience,Full time course,Graduate,STEM,2,5000-9999,Pvt Ltd,nan,8,No
city_21,0.624,nan,No relevent experience,Full time course,High School,nan,3,1000-4999,NGO,never,44,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,1000-4999,Pvt Ltd,>4,101,No
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,500-999,Funded Startup,4,58,Yes
city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,10/49,nan,1,168,Yes
city_160,0.92,nan,No relevent experience,no_enrollment,Primary School,nan,4,nan,nan,never,26,No
city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,500-999,Pvt Ltd,1,17,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,38,Yes
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,1000-4999,Pvt Ltd,1,70,No
city_36,0.893,Male,Has relevent experience,no_enrollment,Masters,STEM,18,<10,Pvt Ltd,1,21,No
city_74,0.579,nan,No relevent experience,Full time course,Graduate,STEM,>20,nan,nan,never,214,No
city_67,0.855,Male,Has relevent experience,Full time course,Graduate,STEM,6,1000-4999,nan,3,30,No
city_103,0.92,Male,Has relevent experience,Full time course,Phd,Other,13,5000-9999,Pvt Ltd,>4,28,No
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,never,17,No
city_114,0.926,Male,No relevent experience,Full time course,Masters,STEM,6,nan,nan,1,16,No
city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,1,13,No
city_160,0.92,Male,No relevent experience,no_enrollment,Graduate,Business Degree,17,nan,nan,>4,61,No
city_16,0.91,nan,No relevent experience,no_enrollment,Primary School,nan,5,nan,nan,never,105,No
city_103,0.92,nan,Has relevent experience,no_enrollment,Phd,STEM,16,100-500,Funded Startup,1,113,No
city_73,0.754,nan,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,134,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,1,38,No
city_160,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,nan,nan,2,55,Yes
city_134,0.698,Male,No relevent experience,Full time course,High School,nan,3,nan,nan,nan,51,No
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,1,7,No
city_160,0.92,Male,No relevent experience,Full time course,Graduate,STEM,11,nan,nan,1,48,Yes
city_136,0.897,Male,Has relevent experience,Part time course,Graduate,STEM,3,5000-9999,Pvt Ltd,1,31,No
city_101,0.5579999999999999,Male,No relevent experience,Full time course,Graduate,STEM,3,10/49,Pvt Ltd,1,67,Yes
city_21,0.624,nan,No relevent experience,Full time course,Graduate,STEM,10,100-500,Pvt Ltd,>4,94,No
city_136,0.897,nan,No relevent experience,Full time course,Graduate,STEM,5,nan,nan,never,47,No
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,2,68,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10/49,Pvt Ltd,4,28,No
city_138,0.836,Male,Has relevent experience,Part time course,Graduate,STEM,10,1000-4999,Pvt Ltd,2,47,No
city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,4,83,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,5000-9999,Pvt Ltd,>4,26,No
city_103,0.92,nan,Has relevent experience,no_enrollment,Graduate,STEM,,500-999,Pvt Ltd,nan,11,No
city_102,0.804,Male,No relevent experience,no_enrollment,Masters,STEM,18,nan,nan,1,149,No
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,10/49,Pvt Ltd,never,202,No
city_114,0.926,nan,Has relevent experience,no_enrollment,Graduate,STEM,12,100-500,Pvt Ltd,4,82,No
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,never,37,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Public Sector,2,50,No
city_136,0.897,Male,No relevent experience,Full time course,Graduate,STEM,5,nan,nan,never,13,No
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,500-999,Pvt Ltd,1,100,No
city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,16,50-99,Pvt Ltd,2,2,No
city_21,0.624,Male,No relevent experience,Full time course,High School,nan,3,nan,nan,never,75,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,nan,Pvt Ltd,2,51,No
city_114,0.926,Female,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,2,30,Yes
city_21,0.624,Male,No relevent experience,Part time course,Masters,STEM,1,<10,Public Sector,never,53,No
city_136,0.897,Male,No relevent experience,no_enrollment,Masters,Other,<1,nan,nan,2,50,Yes
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,Funded Startup,1,68,No
city_104,0.924,Male,No relevent experience,no_enrollment,Masters,STEM,13,nan,nan,2,30,No
city_28,0.939,nan,No relevent experience,nan,Masters,STEM,6,500-999,Pvt Ltd,>4,74,No
city_1,0.847,Male,Has relevent experience,Full time course,Masters,STEM,11,nan,nan,>4,13,No
city_75,0.939,Male,Has relevent experience,no_enrollment,Phd,STEM,8,1000-4999,Public Sector,3,302,No
city_160,0.92,Female,No relevent experience,no_enrollment,Graduate,STEM,3,nan,nan,1,77,Yes
city_21,0.624,Male,No relevent experience,Full time course,High School,nan,10,nan,nan,1,109,Yes
city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,1,8,Yes
city_149,0.6890000000000001,Male,Has relevent experience,Part time course,Graduate,STEM,4,nan,nan,1,18,Yes
city_90,0.698,Male,Has relevent experience,Part time course,High School,nan,12,nan,nan,4,31,No
city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,18,100-500,Funded Startup,>4,91,No
city_160,0.92,nan,No relevent experience,Full time course,Graduate,STEM,3,nan,Pvt Ltd,never,31,No
city_105,0.794,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,500-999,Pvt Ltd,2,11,No
city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,5000-9999,Pvt Ltd,>4,130,Yes
city_103,0.92,nan,No relevent experience,Full time course,Graduate,STEM,<1,nan,nan,2,336,Yes
city_103,0.92,nan,Has relevent experience,no_enrollment,Graduate,Humanities,>20,nan,nan,>4,42,Yes
city_73,0.754,Male,Has relevent experience,Part time course,High School,nan,7,nan,Pvt Ltd,2,3,Yes
city_89,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Funded Startup,1,22,No
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1,45,No
city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,>4,12,No
city_160,0.92,nan,Has relevent experience,no_enrollment,Graduate,STEM,14,1000-4999,Pvt Ltd,>4,80,No
city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10/49,Pvt Ltd,1,35,No
city_16,0.91,Male,No relevent experience,no_enrollment,Phd,STEM,10,nan,nan,1,163,No
city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,2,50-99,Pvt Ltd,1,48,No
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,nan,nan,1,11,No
city_46,0.762,Male,Has relevent experience,Full time course,Masters,STEM,15,500-999,Public Sector,2,110,No
city_65,0.802,Male,No relevent experience,Full time course,Graduate,STEM,4,nan,nan,never,134,No
city_19,0.682,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,24,No
city_105,0.794,Male,Has relevent experience,no_enrollment,Masters,STEM,17,100-500,Pvt Ltd,>4,10,No
city_21,0.624,Male,No relevent experience,Part time course,Masters,STEM,15,100-500,Pvt Ltd,never,9,No
city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,<1,nan,nan,never,128,Yes
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,nan,nan,1,107,No
city_36,0.893,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,<10,Early Stage Startup,1,27,No
city_16,0.91,Male,Has relevent experience,no_enrollment,High School,nan,>20,10000+,Pvt Ltd,1,44,No
city_146,0.735,nan,No relevent experience,no_enrollment,Graduate,STEM,4,<10,Early Stage Startup,never,28,No
city_160,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,4,57,No
city_160,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,>4,25,No
city_128,0.527,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,nan,nan,1,40,Yes
city_114,0.926,Male,Has relevent experience,Part time course,Graduate,STEM,11,10/49,Early Stage Startup,2,26,No
city_120,0.78,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,2,165,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,16,nan,nan,1,32,Yes
city_136,0.897,Male,No relevent experience,no_enrollment,Phd,STEM,7,<10,Pvt Ltd,1,18,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,nan,nan,3,136,Yes
city_40,0.7759999999999999,Female,Has relevent experience,no_enrollment,Masters,STEM,15,1000-4999,Pvt Ltd,2,25,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,39,No
city_103,0.92,nan,Has relevent experience,no_enrollment,Masters,STEM,7,50-99,Pvt Ltd,2,168,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,5,<10,Funded Startup,2,60,No
city_97,0.925,nan,No relevent experience,no_enrollment,Primary School,nan,9,nan,Pvt Ltd,never,48,No
city_103,0.92,nan,Has relevent experience,Full time course,Graduate,STEM,7,nan,nan,1,17,Yes
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,67,No
city_16,0.91,nan,No relevent experience,no_enrollment,Graduate,No Major,>20,nan,Pvt Ltd,nan,48,No
city_152,0.698,nan,No relevent experience,no_enrollment,nan,nan,<1,nan,nan,nan,40,No
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,NGO,1,84,No
city_16,0.91,nan,Has relevent experience,Full time course,Graduate,STEM,14,10000+,Pvt Ltd,never,9,No
city_36,0.893,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10/49,Pvt Ltd,2,55,No
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,8,100-500,Pvt Ltd,>4,36,Yes
city_114,0.926,nan,Has relevent experience,Part time course,Graduate,STEM,10,100-500,Public Sector,1,39,No
city_149,0.6890000000000001,Male,Has relevent experience,Part time course,Graduate,STEM,6,<10,Early Stage Startup,1,106,No
city_103,0.92,Male,No relevent experience,no_enrollment,Primary School,nan,4,nan,nan,never,30,No
city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,5000-9999,Public Sector,2,29,Yes
city_99,0.915,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,NGO,2,23,No
city_114,0.926,nan,No relevent experience,nan,nan,nan,8,nan,nan,1,86,No
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,Humanities,>20,<10,Pvt Ltd,4,26,Yes
city_21,0.624,Female,No relevent experience,no_enrollment,Graduate,Arts,<1,100-500,Funded Startup,1,36,No
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,<1,50-99,Pvt Ltd,1,31,No
city_136,0.897,Male,No relevent experience,Full time course,Masters,STEM,3,nan,nan,1,32,Yes
city_103,0.92,Male,No relevent experience,no_enrollment,Primary School,nan,7,nan,nan,1,94,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,NGO,>4,74,No
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,5,50-99,Pvt Ltd,2,46,Yes
city_103,0.92,nan,Has relevent experience,no_enrollment,Graduate,STEM,18,500-999,Pvt Ltd,>4,94,No
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10/49,Pvt Ltd,2,160,No
city_57,0.866,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,2,10,No
city_136,0.897,Male,Has relevent experience,Full time course,Graduate,STEM,10,10/49,Early Stage Startup,2,132,No
city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,11,50-99,Pvt Ltd,4,68,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,2,24,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,10/49,Funded Startup,2,36,No
city_97,0.925,nan,Has relevent experience,no_enrollment,Graduate,STEM,19,1000-4999,Pvt Ltd,nan,42,No
city_167,0.921,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10/49,Pvt Ltd,>4,200,No
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,Other,10,10000+,Pvt Ltd,4,45,Yes
city_36,0.893,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,500-999,Pvt Ltd,1,19,No
city_114,0.926,nan,Has relevent experience,no_enrollment,Masters,STEM,16,1000-4999,Pvt Ltd,4,15,No
city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,2,53,No
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,31,No
city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,nan,nan,3,65,No
city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,3,nan,nan,1,8,No
city_77,0.83,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10/49,Pvt Ltd,2,16,No
city_45,0.89,Male,No relevent experience,no_enrollment,High School,nan,4,<10,Pvt Ltd,1,39,No
city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,>4,100,No
city_46,0.762,Male,Has relevent experience,Part time course,Masters,STEM,19,nan,nan,1,31,Yes
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10/49,Pvt Ltd,2,94,No
city_36,0.893,Male,Has relevent experience,no_enrollment,Masters,STEM,17,100-500,Pvt Ltd,>4,7,No
city_20,0.7959999999999999,Male,Has relevent experience,Part time course,Graduate,STEM,8,50-99,Pvt Ltd,1,234,No
city_73,0.754,Male,Has relevent experience,Part time course,High School,nan,13,5000-9999,Pvt Ltd,4,90,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,1,48,No
city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,nan,nan,>4,47,No
city_116,0.743,Male,Has relevent experience,no_enrollment,Graduate,Other,4,100-500,Pvt Ltd,3,113,No
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,100-500,Pvt Ltd,1,53,No
city_97,0.925,Male,Has relevent experience,no_enrollment,Masters,STEM,10,500-999,Pvt Ltd,2,43,No
city_90,0.698,nan,Has relevent experience,no_enrollment,Graduate,STEM,13,nan,nan,1,37,No
city_149,0.6890000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,NGO,1,105,No
city_104,0.924,Male,Has relevent experience,no_enrollment,High School,nan,>20,10/49,Pvt Ltd,3,106,No
city_16,0.91,Male,Has relevent experience,no_enrollment,High School,nan,2,nan,nan,1,37,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,nan,nan,>4,226,Yes
city_57,0.866,Male,Has relevent experience,Full time course,High School,nan,3,nan,nan,1,155,No
city_16,0.91,Male,No relevent experience,no_enrollment,Masters,STEM,10,nan,nan,>4,67,No
city_16,0.91,nan,No relevent experience,no_enrollment,High School,nan,5,nan,nan,nan,42,No
city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,nan,nan,2,11,No
city_123,0.738,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,500-999,Pvt Ltd,1,20,No
city_176,0.764,nan,No relevent experience,no_enrollment,Graduate,STEM,11,10/49,Pvt Ltd,>4,14,No
city_103,0.92,Male,No relevent experience,no_enrollment,High School,nan,11,10000+,Pvt Ltd,3,104,No
city_103,0.92,nan,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,NGO,1,67,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,23,No
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,1,109,No
city_162,0.767,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,nan,nan,1,60,Yes
city_103,0.92,Male,No relevent experience,Full time course,nan,nan,1,nan,nan,1,80,Yes
city_150,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,nan,Pvt Ltd,1,52,No
city_45,0.89,nan,No relevent experience,no_enrollment,Masters,Humanities,4,10000+,nan,1,12,No
city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,18,nan,nan,>4,178,No
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,1,132,Yes
city_114,0.926,nan,No relevent experience,no_enrollment,High School,nan,15,100-500,Pvt Ltd,never,28,No
city_100,0.887,nan,No relevent experience,no_enrollment,High School,nan,4,nan,nan,never,148,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,2,70,No
city_79,0.698,nan,No relevent experience,Full time course,Masters,STEM,16,nan,nan,2,12,No
city_162,0.767,Male,No relevent experience,Full time course,Graduate,STEM,4,nan,nan,1,13,Yes
city_100,0.887,Other,Has relevent experience,nan,Graduate,Humanities,>20,nan,nan,1,37,No
city_104,0.924,Male,No relevent experience,Part time course,High School,nan,3,50-99,Funded Startup,1,22,No
city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,4,nan,nan,1,150,Yes
city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,5,nan,Other,1,5,No
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Other,>20,100-500,Funded Startup,3,23,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Funded Startup,1,109,Yes
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,>4,25,No
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Early Stage Startup,1,57,No
city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,7,500-999,Public Sector,never,25,No
city_103,0.92,Female,No relevent experience,Full time course,Masters,STEM,5,nan,Public Sector,1,86,Yes
city_45,0.89,Male,No relevent experience,Full time course,Graduate,Arts,2,nan,nan,1,29,Yes
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,5000-9999,Pvt Ltd,4,41,No
city_46,0.762,Male,Has relevent experience,Full time course,High School,nan,10,10000+,Other,1,43,No
city_67,0.855,nan,No relevent experience,Full time course,Graduate,Other,3,nan,nan,1,13,Yes
city_165,0.903,nan,Has relevent experience,Part time course,Graduate,STEM,13,nan,nan,4,47,Yes
city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,1,7,No
city_100,0.887,Male,Has relevent experience,no_enrollment,Masters,No Major,>20,nan,nan,>4,8,No
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,4,69,No
city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10/49,nan,4,158,No
