Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,target
F,Road,4,1,182,3,medium,M,28,2005,Yes
C,Flight,4,1,265,3,medium,M,3,5177,No
B,Flight,2,4,225,10,high,M,46,2690,Yes
C,Ship,4,2,191,2,low,M,11,3985,Yes
F,Ship,3,1,162,3,medium,F,7,5971,No
B,Ship,4,3,184,3,low,F,9,5602,No
A,Flight,6,5,250,4,low,M,8,1689,No
F,Ship,3,3,101,2,medium,M,9,4860,No
D,Ship,5,2,246,3,medium,M,49,3236,Yes
D,Ship,2,1,228,3,high,F,1,5500,Yes
D,Flight,5,1,257,3,medium,M,7,4133,No
F,Ship,4,4,261,3,high,M,9,5515,No
C,Flight,6,5,253,4,medium,M,1,1977,No
F,Ship,3,5,156,2,medium,F,8,5848,No
A,Flight,5,4,274,3,low,M,1,5017,Yes
B,Ship,2,4,255,7,low,M,10,5875,No
B,Ship,4,5,229,2,medium,F,1,4869,No
F,Flight,4,1,157,3,medium,M,31,1712,Yes
C,Ship,3,5,241,10,medium,F,31,2724,Yes
B,Flight,5,2,223,5,low,F,5,1010,Yes
F,Ship,4,5,224,2,low,M,8,5871,No
B,Ship,3,1,169,10,medium,F,15,1107,Yes
B,Ship,3,1,211,3,high,F,7,5178,No
B,Ship,5,2,178,5,low,F,5,5167,No
F,Ship,3,2,233,5,low,M,44,2010,Yes
F,Flight,4,1,273,5,low,F,7,1922,No
C,Road,3,5,223,7,high,M,8,4178,Yes
A,Road,2,5,159,3,low,F,49,1621,Yes
C,Road,4,1,213,5,low,M,10,5492,No
F,Ship,6,1,250,4,low,M,4,1018,No
A,Flight,4,1,150,3,low,F,10,4470,No
D,Ship,2,2,137,3,low,F,20,1823,Yes
D,Ship,3,1,263,3,medium,M,6,2715,Yes
A,Ship,4,5,188,3,low,F,6,3361,Yes
F,Ship,5,2,184,3,medium,F,8,4581,No
F,Ship,3,4,238,3,medium,F,8,5337,Yes
F,Ship,3,1,143,2,low,F,63,1246,Yes
C,Ship,3,4,238,2,medium,F,1,4991,Yes
B,Flight,5,1,151,2,medium,F,30,1377,Yes
F,Ship,3,4,203,4,medium,M,46,3640,Yes
B,Flight,3,1,199,6,medium,F,7,4805,No
F,Ship,4,5,171,6,medium,F,27,1840,Yes
B,Ship,5,3,262,5,low,F,10,1197,Yes
A,Ship,3,3,177,4,medium,F,4,1560,Yes
A,Ship,5,3,144,6,medium,F,35,1009,Yes
F,Ship,4,3,158,3,low,M,18,1036,Yes
F,Ship,5,1,142,6,medium,M,1,4843,Yes
F,Road,2,5,271,3,low,F,6,5471,Yes
F,Ship,4,4,207,3,medium,F,1,4019,No
A,Road,2,4,155,5,low,M,9,1740,Yes
F,Ship,4,1,245,5,medium,M,1,1472,No
F,Ship,3,4,218,3,low,M,22,3818,Yes
C,Ship,3,5,194,4,low,M,1,5534,No
D,Ship,3,2,181,2,low,F,6,5410,No
F,Road,3,5,136,2,high,F,1,4971,No
B,Road,5,1,226,6,low,M,5,1078,No
F,Flight,5,3,198,3,low,F,6,5061,Yes
F,Ship,4,4,166,2,low,M,8,5192,No
A,Road,4,1,241,3,medium,F,61,3812,Yes
A,Ship,5,3,221,5,low,F,8,1109,No
C,Road,6,3,298,4,low,F,1,1657,No
C,Ship,6,2,257,4,medium,M,1,1513,No
A,Ship,4,3,121,2,medium,M,11,1906,Yes
C,Ship,5,4,210,3,medium,F,6,5102,No
B,Flight,3,5,210,3,low,M,6,5566,No
F,Ship,4,1,209,4,medium,F,1,5057,No
F,Ship,6,3,251,5,medium,M,8,4877,No
C,Flight,4,2,239,5,low,F,10,1429,No
A,Ship,2,3,139,3,low,M,9,1471,Yes
C,Ship,4,1,141,2,low,F,23,1689,Yes
C,Ship,3,1,229,3,medium,M,7,5324,Yes
B,Ship,3,2,139,2,low,M,63,1767,Yes
B,Flight,3,5,247,3,low,F,4,5891,Yes
F,Ship,3,1,154,3,low,M,5,4720,Yes
A,Ship,6,1,265,4,low,F,1,1345,Yes
B,Ship,4,2,187,2,medium,M,7,4470,Yes
F,Ship,5,4,156,2,low,F,57,1842,Yes
F,Ship,4,3,256,2,medium,F,3,4679,Yes
F,Ship,4,5,274,3,medium,M,5,4773,No
F,Ship,3,3,137,3,low,F,8,4742,No
C,Road,4,4,161,3,high,F,59,1165,Yes
B,Ship,6,1,261,4,medium,F,8,1524,No
D,Flight,7,2,279,4,medium,F,1,1480,No
F,Ship,3,2,160,3,low,F,4,4683,No
D,Flight,5,1,149,4,medium,F,20,1110,Yes
A,Ship,7,1,306,4,medium,M,5,1467,No
B,Road,3,5,230,3,low,F,49,3477,Yes
F,Road,3,3,163,3,medium,M,2,5791,Yes
F,Road,5,2,260,2,high,M,58,2018,Yes
C,Ship,3,1,171,4,medium,F,6,5398,No
F,Ship,6,5,310,4,medium,M,1,1105,Yes
D,Road,3,2,250,3,low,F,49,3798,Yes
C,Ship,5,4,208,2,low,M,9,4569,No
F,Flight,5,1,240,3,high,M,10,5277,No
B,Ship,2,3,176,3,low,F,6,5006,No
B,Road,4,2,239,2,medium,F,9,4360,No
A,Road,6,1,192,6,medium,M,7,4014,Yes
C,Ship,3,5,188,4,medium,M,3,4033,No
A,Road,4,3,229,3,low,M,5,5225,Yes
F,Ship,4,2,179,4,low,M,1,1063,Yes
F,Road,4,2,190,2,medium,F,1,4020,Yes
C,Ship,4,3,184,4,low,M,4,4030,Yes
D,Ship,6,5,264,4,medium,M,8,1755,No
F,Road,4,1,207,2,low,M,2,3242,Yes
B,Ship,3,3,149,3,low,F,63,1946,Yes
F,Ship,3,3,166,2,medium,F,8,5871,No
F,Ship,7,2,277,5,low,F,7,1260,Yes
F,Ship,2,1,200,3,medium,M,34,2199,Yes
D,Road,3,1,224,3,low,F,48,3672,Yes
A,Ship,3,1,238,3,medium,F,5,4399,Yes
D,Ship,4,4,209,6,low,M,62,3532,Yes
F,Flight,4,5,113,3,medium,F,10,4053,Yes
D,Road,4,4,233,5,low,F,10,1173,Yes
D,Flight,3,2,202,2,medium,M,5,5135,Yes
D,Ship,4,3,242,3,low,M,1,2808,Yes
C,Ship,4,1,213,4,high,F,35,2343,Yes
D,Road,4,1,150,2,low,M,5,4140,No
A,Ship,3,5,237,3,low,M,55,2451,Yes
B,Flight,4,5,142,3,medium,M,2,5692,No
F,Road,4,3,207,3,medium,F,5,4847,Yes
C,Ship,3,5,223,3,medium,M,53,3670,Yes
F,Flight,4,5,159,2,low,M,1,5671,No
F,Ship,5,1,242,5,medium,M,8,1382,Yes
F,Ship,4,2,210,2,medium,F,1,5437,Yes
A,Ship,3,5,261,3,medium,M,15,2989,Yes
F,Ship,2,5,223,3,medium,M,35,3437,Yes
B,Ship,2,4,181,5,medium,F,9,1368,No
C,Ship,3,2,159,3,medium,M,4,5577,Yes
B,Ship,4,2,161,3,low,F,4,5947,No
A,Ship,3,1,198,4,medium,F,44,2848,Yes
C,Ship,6,3,202,3,low,F,5,4930,No
F,Ship,4,2,178,8,medium,M,5,4120,Yes
D,Ship,5,4,257,2,medium,M,10,5095,No
F,Ship,5,4,232,5,medium,M,5,1861,No
F,Ship,3,1,183,2,low,M,58,3027,Yes
D,Ship,4,3,239,3,low,M,10,4020,No
D,Ship,3,5,269,8,medium,M,8,4462,No
B,Ship,5,2,232,6,medium,F,3,1540,No
F,Flight,6,2,243,4,low,M,4,1768,No
F,Ship,3,2,208,2,low,M,41,2036,Yes
A,Ship,6,5,243,3,medium,F,35,2374,Yes
F,Ship,2,3,157,4,low,M,3,1203,Yes
F,Ship,5,1,148,4,high,M,2,5821,Yes
B,Flight,4,3,238,2,medium,M,43,2200,Yes
F,Ship,4,3,218,3,high,F,57,3311,Yes
A,Ship,3,5,216,3,high,F,2,4242,No
C,Ship,6,3,135,5,low,F,20,1266,Yes
D,Ship,4,3,173,4,low,M,9,5672,No
B,Ship,5,4,202,5,low,F,6,5230,Yes
C,Road,5,5,230,2,medium,F,36,3381,Yes
A,Road,5,1,151,3,medium,F,1,4981,No
C,Ship,4,5,146,4,low,F,25,1606,Yes
B,Road,4,5,219,5,low,M,2,1260,No
C,Flight,4,3,269,6,medium,M,62,3950,Yes
B,Ship,4,1,241,4,medium,M,9,5360,No
C,Ship,4,2,168,3,low,M,3,4653,Yes
D,Ship,7,5,269,4,medium,F,9,1835,No
C,Road,4,3,268,5,medium,M,7,1932,Yes
F,Ship,4,3,144,2,low,F,5,4882,No
D,Ship,5,3,223,3,low,F,2,4671,Yes
B,Ship,3,4,243,2,low,F,14,3693,Yes
A,Road,5,3,240,6,medium,F,3,1321,No
A,Flight,4,3,152,3,low,M,43,1009,Yes
A,Road,5,3,216,10,medium,M,4,4409,Yes
D,Road,4,2,156,3,medium,M,1,4097,Yes
F,Ship,3,5,146,10,low,M,9,4128,No
F,Road,5,1,172,5,medium,F,1,4730,No
C,Road,4,4,262,2,medium,M,1,4357,No
F,Ship,5,1,120,3,low,M,7,4381,Yes
A,Road,4,2,148,2,low,M,5,4031,No
C,Flight,3,4,202,4,high,M,20,3655,Yes
D,Flight,3,5,218,3,low,M,2,5841,No
F,Flight,5,5,262,2,medium,M,8,4283,No
D,Flight,5,1,160,5,low,F,1,4672,No
D,Ship,3,2,220,3,medium,M,8,4148,No
B,Flight,2,5,151,3,medium,M,9,4767,Yes
D,Road,3,4,185,4,medium,F,6,5322,No
F,Ship,3,5,283,5,low,F,50,2848,Yes
D,Road,2,4,187,3,low,M,50,3878,Yes
B,Ship,6,1,250,5,low,F,53,3352,Yes
D,Road,3,5,192,2,medium,F,5,2339,Yes
A,Ship,3,3,251,2,low,M,3,5168,No
C,Ship,4,1,168,2,medium,F,1,5698,Yes
B,Ship,5,5,252,5,low,M,9,4135,No
F,Flight,3,1,135,3,low,M,9,4511,No
D,Ship,4,1,212,3,low,M,3,4896,No
D,Ship,3,2,185,2,high,F,3,4816,Yes
D,Flight,4,3,136,3,medium,F,4,5769,Yes
F,Road,3,1,188,3,low,M,3,4222,No
A,Ship,3,4,213,3,high,M,7,5516,Yes
D,Road,5,5,261,3,medium,F,8,3257,Yes
D,Ship,5,4,243,6,medium,F,1,4170,Yes
C,Ship,3,4,203,2,low,F,15,2281,Yes
F,Flight,5,3,245,5,medium,M,3,1851,No
C,Ship,4,3,185,5,low,F,9,5648,No
F,Ship,3,4,209,3,low,M,37,2215,Yes
F,Ship,6,4,292,4,low,M,9,1056,Yes
D,Ship,3,1,123,5,medium,F,10,4231,No
F,Ship,3,2,244,3,high,F,5,5781,Yes
D,Flight,5,4,251,4,low,M,8,4190,Yes
D,Ship,5,3,249,2,medium,M,3,4440,No
D,Ship,4,5,163,2,medium,F,10,5529,Yes
B,Ship,3,5,206,4,medium,F,2,5829,Yes
C,Flight,3,3,180,3,high,F,56,1684,Yes
B,Ship,3,3,150,2,medium,M,6,4170,Yes
D,Road,5,3,168,4,low,M,7,1298,Yes
B,Flight,5,3,260,2,high,F,63,2715,Yes
F,Ship,4,3,163,5,low,M,29,1349,Yes
F,Ship,4,3,263,3,low,F,3,5253,No
D,Ship,6,5,290,4,low,M,6,1929,No
D,Ship,5,3,274,5,medium,M,7,1696,Yes
F,Ship,6,5,294,4,medium,F,2,1273,Yes
C,Flight,3,1,223,3,medium,F,4,4495,Yes
B,Ship,5,4,211,4,low,F,4,4498,Yes
F,Ship,4,1,151,3,high,F,39,1458,Yes
F,Ship,4,3,191,3,medium,M,1,4219,No
F,Ship,4,1,139,3,medium,F,7,4275,No
F,Ship,3,5,159,3,medium,F,1,4314,Yes
D,Ship,5,4,168,3,low,F,13,1317,Yes
C,Flight,4,4,232,3,medium,F,61,2484,Yes
D,Road,4,2,266,3,high,M,5,4831,Yes
B,Ship,5,5,135,4,medium,F,7,5765,Yes
B,Ship,5,1,256,4,medium,F,5,4970,Yes
A,Ship,2,3,164,5,low,M,7,1243,No
F,Ship,7,1,310,4,medium,F,8,1601,Yes
A,Ship,4,4,280,5,low,F,3,5034,No
B,Ship,3,1,236,2,high,M,2,3949,Yes
B,Road,4,4,248,3,medium,M,59,2868,Yes
A,Ship,6,1,205,5,low,M,14,3213,Yes
A,Road,4,5,169,4,low,M,5,5347,No
B,Ship,7,5,289,4,low,M,9,1904,No
A,Ship,4,3,162,3,low,M,53,1194,Yes
D,Ship,5,3,224,2,medium,M,52,3824,Yes
F,Ship,5,5,258,5,low,F,10,1719,Yes
C,Ship,5,1,126,5,medium,F,2,5659,Yes
D,Ship,5,4,196,2,medium,M,2,5515,No
A,Road,6,2,309,4,low,F,6,1335,No
F,Ship,4,2,150,3,low,M,6,5787,Yes
B,Ship,4,1,153,7,medium,F,4,5761,Yes
F,Ship,4,3,248,3,low,M,5,4781,Yes
F,Flight,7,5,254,4,medium,F,6,1014,No
F,Ship,2,4,233,2,medium,F,6,4758,No
F,Ship,2,2,154,3,medium,M,38,7846,Yes
A,Ship,4,1,222,4,medium,F,42,2762,Yes
B,Ship,3,3,261,8,medium,M,3,4007,Yes
F,Road,4,3,223,2,low,F,3,5765,Yes
F,Ship,3,4,139,2,low,M,45,1192,Yes
D,Flight,5,4,157,3,medium,F,7,4199,Yes
F,Ship,4,5,178,3,low,F,5,1012,Yes
A,Flight,6,3,165,4,low,F,10,5965,No
F,Flight,3,5,177,2,low,F,2,4906,Yes
D,Ship,5,3,217,4,low,M,3,5718,Yes
D,Ship,6,4,246,4,medium,M,3,1852,No
B,Ship,4,3,226,3,medium,M,1,5433,Yes
D,Ship,3,4,244,8,low,M,1,2703,Yes
F,Ship,4,3,274,3,medium,F,8,4276,No
F,Ship,3,3,152,3,medium,M,5,1385,Yes
C,Road,4,3,175,2,low,M,25,1816,Yes
A,Ship,4,3,118,5,low,F,15,1601,Yes
F,Ship,6,5,213,6,low,M,7,2709,Yes
C,Road,3,1,235,4,high,M,7,4833,Yes
F,Ship,4,1,193,2,high,M,37,3510,Yes
F,Ship,5,4,229,3,low,M,1,5660,No
F,Ship,3,3,138,6,medium,M,49,1078,Yes
B,Ship,3,2,270,3,medium,M,9,5873,Yes
B,Ship,3,5,107,5,low,F,4,5624,No
B,Ship,3,4,219,2,medium,M,7,4883,Yes
B,Flight,3,4,226,3,medium,F,22,3593,Yes
A,Flight,3,5,98,3,medium,F,48,1635,Yes
B,Ship,3,2,198,4,medium,F,4,4564,No
F,Ship,7,3,307,4,low,F,1,1589,Yes
D,Ship,4,4,204,2,low,M,29,2941,Yes
C,Ship,3,5,204,2,medium,F,5,4504,Yes
C,Ship,5,4,179,6,medium,F,8,4615,Yes
F,Road,2,4,160,3,low,F,50,1030,Yes
C,Ship,5,3,200,8,low,F,9,2741,Yes
C,Ship,4,3,200,4,medium,F,7,4953,Yes
B,Road,4,2,265,6,low,M,8,1391,Yes
A,Road,5,3,263,3,medium,F,2,4688,No
A,Road,4,1,204,6,low,M,1,4943,No
D,Road,4,2,176,3,low,M,23,1909,Yes
A,Ship,3,3,258,3,medium,F,7,4068,Yes
F,Ship,3,2,134,3,medium,F,3,5232,No
C,Ship,5,4,269,2,medium,M,38,2770,Yes
F,Ship,3,3,205,3,low,M,10,5714,No
F,Ship,4,2,268,2,medium,F,8,4219,No
A,Road,3,5,221,3,medium,F,8,4523,No
B,Ship,3,4,257,3,medium,M,56,2941,Yes
B,Ship,4,5,234,3,low,F,4,5100,Yes
F,Road,3,4,207,2,low,M,6,5852,Yes
A,Ship,3,3,203,2,low,M,1,5244,No
B,Ship,3,1,191,5,low,F,9,5196,Yes
B,Ship,6,3,213,4,low,F,2,5349,No
F,Ship,7,4,301,4,low,F,1,1150,No
C,Ship,4,2,273,3,low,M,2,5712,No
D,Flight,6,4,258,4,low,F,2,1051,Yes
C,Ship,5,2,145,4,medium,F,9,4028,No
A,Ship,4,3,101,6,low,M,37,1344,Yes
F,Ship,4,4,177,2,low,F,6,5116,No
A,Ship,3,3,202,4,low,F,3,4003,Yes
A,Ship,2,2,192,2,low,F,8,3127,Yes
F,Ship,5,1,262,5,low,F,5,1916,Yes
F,Ship,4,1,271,4,low,M,9,5853,Yes
C,Road,4,5,242,2,medium,F,5,4806,No
F,Ship,3,5,226,3,low,M,8,5203,Yes
D,Ship,3,5,270,6,medium,F,9,4195,No
D,Ship,5,4,222,3,medium,F,10,4663,No
A,Flight,5,3,208,4,medium,M,10,2419,Yes
D,Ship,6,1,286,7,medium,F,7,2338,Yes
F,Road,7,1,250,4,low,M,9,1890,Yes
A,Flight,3,4,174,3,low,F,3,5366,Yes
D,Ship,3,4,236,3,medium,M,1,5851,No
F,Ship,5,5,166,3,medium,F,20,1267,Yes
D,Ship,5,1,228,5,low,F,2,1950,Yes
D,Ship,4,3,150,2,low,M,51,1491,Yes
B,Flight,6,1,134,3,medium,M,10,1278,Yes
F,Ship,4,1,270,10,medium,F,5,5494,Yes
A,Ship,3,1,192,3,medium,M,4,4997,Yes
F,Road,4,3,240,2,medium,F,2,5588,No
B,Ship,4,1,194,3,medium,F,9,5804,No
F,Ship,5,5,230,5,low,F,8,1067,No
C,Ship,4,3,246,3,medium,F,52,2440,Yes
D,Ship,3,3,158,3,low,F,20,1431,Yes
B,Ship,6,2,219,5,low,F,9,1071,No
D,Road,4,4,251,3,high,F,5,5460,No
A,Ship,2,5,228,2,low,F,49,3024,Yes
B,Flight,5,5,267,3,medium,M,9,4775,Yes
F,Ship,3,1,219,3,medium,M,6,4893,Yes
D,Ship,3,2,273,3,low,M,41,3464,Yes
F,Flight,5,4,147,3,medium,M,23,1132,Yes
D,Ship,3,5,266,3,medium,M,16,2334,Yes
B,Ship,3,1,254,3,medium,M,6,3496,Yes
A,Ship,3,5,190,10,medium,M,32,2931,Yes
B,Road,2,5,111,2,low,M,4,4473,Yes
C,Flight,6,2,290,4,medium,M,1,1111,No
A,Ship,3,1,101,5,low,F,3,4807,No
A,Road,4,4,218,5,medium,F,36,2995,Yes
A,Ship,3,2,232,3,low,F,64,3131,Yes
D,Ship,5,4,153,6,medium,M,35,1082,Yes
A,Road,3,4,162,5,low,F,1,4240,Yes
F,Ship,4,3,245,4,medium,F,5,4660,No
F,Ship,5,3,194,3,low,F,1,4331,No
F,Ship,3,1,254,2,high,F,60,3590,Yes
A,Ship,3,2,238,8,medium,M,3,4388,Yes
F,Ship,4,1,220,3,high,M,2,3886,Yes
F,Ship,4,2,192,4,medium,F,2,5503,No
D,Ship,2,4,193,4,low,M,7,5552,Yes
A,Flight,5,1,274,3,medium,M,58,2098,Yes
D,Flight,5,5,229,6,low,F,6,1857,No
B,Ship,7,4,289,4,low,M,1,1657,No
F,Ship,3,3,240,3,low,F,4,5056,Yes
A,Road,4,1,220,5,low,F,9,1817,No
A,Flight,5,5,230,3,low,F,32,3249,Yes
F,Ship,4,4,264,3,low,M,6,5959,Yes
F,Ship,5,2,168,2,high,F,3,4928,No
D,Ship,2,3,224,2,low,F,5,5050,No
F,Flight,5,1,235,5,low,F,10,1920,No
B,Ship,7,3,286,4,low,M,2,1712,Yes
D,Ship,3,5,137,2,low,F,6,5709,Yes
F,Ship,3,5,98,3,medium,F,3,5553,Yes
B,Ship,4,3,203,2,low,M,8,5597,No
F,Ship,4,5,239,3,medium,M,1,5482,Yes
F,Flight,3,3,239,4,low,F,5,4084,Yes
F,Ship,4,4,147,3,low,M,13,1145,Yes
F,Ship,5,5,211,3,medium,F,7,5983,Yes
F,Flight,7,3,244,5,medium,F,10,1913,Yes
F,Ship,2,3,144,3,high,M,40,1500,Yes
C,Ship,6,3,298,4,low,F,9,1515,Yes
F,Flight,3,1,265,3,medium,M,11,2194,Yes
F,Ship,4,5,254,3,low,M,1,4377,Yes
F,Ship,7,3,310,5,low,F,5,1563,No
C,Ship,4,2,204,8,low,F,1,4038,Yes
A,Ship,3,4,173,3,low,F,8,5979,No
C,Flight,6,2,271,5,low,M,14,2514,Yes
F,Ship,4,4,171,3,low,M,6,4343,Yes
F,Ship,3,3,232,5,medium,M,10,5580,No
D,Ship,5,3,186,4,medium,F,11,3676,Yes
F,Ship,5,2,165,2,medium,F,18,1918,Yes
F,Road,3,1,257,2,low,M,6,4897,Yes
A,Flight,3,3,176,3,medium,M,14,1705,Yes
C,Ship,5,2,156,4,low,M,8,5014,No
F,Ship,5,1,256,7,low,F,50,3837,Yes
C,Ship,5,2,181,3,low,M,4,4323,No
D,Ship,3,4,205,5,low,F,4,4483,No
B,Ship,4,2,256,2,medium,M,10,3128,Yes
D,Ship,4,5,135,2,low,M,60,1026,Yes
F,Ship,4,3,136,3,medium,M,20,1531,Yes
B,Ship,7,3,286,4,low,F,5,1866,Yes
B,Flight,4,5,219,2,low,M,4,4197,Yes
D,Ship,4,4,270,3,low,F,4,5888,No
C,Ship,3,3,133,6,low,F,10,1686,Yes
B,Ship,4,4,141,3,low,M,22,1735,Yes
D,Road,4,2,261,5,medium,M,5,1073,Yes
F,Flight,4,2,149,2,low,M,2,4026,Yes
C,Ship,4,2,235,3,low,F,21,3088,Yes
C,Flight,5,5,235,5,low,F,4,5908,Yes
F,Flight,5,5,156,2,low,F,8,4817,No
C,Road,2,4,108,5,high,M,5,4874,Yes
F,Ship,4,3,192,3,medium,F,10,5190,No
F,Ship,3,2,263,3,high,F,44,3802,Yes
F,Ship,4,3,196,3,low,M,10,4433,Yes
A,Ship,3,2,139,3,high,F,4,1546,Yes
F,Ship,3,3,225,2,medium,M,55,2259,Yes
C,Road,3,4,136,3,low,F,4,5368,No
D,Ship,4,1,231,5,medium,M,6,1231,No
C,Ship,4,3,264,2,low,F,38,3877,Yes
F,Ship,3,4,214,8,high,F,6,2924,Yes
A,Ship,5,4,156,4,low,M,1,5533,Yes
F,Road,5,2,258,5,low,M,3,1824,No
D,Ship,4,2,222,3,low,F,3,5130,No
D,Road,3,1,101,2,medium,F,1,5560,No
B,Ship,3,4,230,2,medium,F,15,2302,Yes
D,Ship,4,5,178,3,low,F,48,1819,Yes
F,Ship,3,4,236,3,medium,F,5,5466,No
B,Ship,5,4,239,3,low,F,7,4960,No
C,Ship,4,2,192,3,low,F,3,4130,Yes
F,Ship,4,2,232,3,medium,F,7,5737,Yes
B,Ship,5,5,212,5,low,F,6,4463,No
C,Ship,4,3,160,2,low,M,9,5940,No
F,Ship,3,1,157,2,medium,F,39,1525,Yes
A,Ship,2,5,107,3,medium,M,2,4853,No
C,Ship,7,2,281,4,low,F,6,1118,Yes
A,Ship,2,3,141,4,medium,M,8,4702,No
F,Road,5,2,202,3,medium,M,34,3885,Yes
F,Ship,2,1,187,3,medium,F,3,5922,No
D,Flight,4,4,115,3,medium,M,7,4609,No
D,Flight,5,4,135,2,low,M,5,5834,No
C,Ship,3,4,169,4,medium,F,32,1245,Yes
F,Ship,5,2,266,5,low,F,10,1274,Yes
F,Ship,5,2,268,3,medium,F,41,3716,Yes
C,Ship,4,2,244,5,low,F,7,5337,No
F,Flight,4,2,139,4,low,F,41,1511,Yes
A,Ship,4,3,211,7,high,M,9,5652,Yes
F,Flight,3,1,176,3,low,M,5,5316,Yes
F,Ship,3,2,216,3,low,F,10,4083,No
F,Ship,5,2,111,4,medium,F,7,4424,No
F,Ship,4,3,247,2,medium,F,3,4862,Yes
C,Ship,4,2,174,2,low,F,8,4295,No
F,Ship,7,4,283,5,low,M,6,1882,Yes
D,Road,3,5,263,3,medium,M,4,4081,Yes
A,Road,5,5,170,2,medium,F,36,1278,Yes
C,Road,6,5,264,4,low,M,1,1039,Yes
F,Ship,6,3,276,4,low,F,8,1754,Yes
C,Ship,6,3,297,4,medium,M,2,1954,No
C,Flight,4,1,156,2,medium,M,4,5225,No
F,Flight,3,1,197,5,medium,F,6,5919,No
D,Ship,5,3,163,3,medium,M,9,4419,Yes
C,Ship,4,5,165,3,high,M,5,4735,No
F,Ship,4,1,163,4,medium,M,2,5432,Yes
B,Ship,3,3,214,3,medium,F,9,5856,No
D,Ship,4,3,233,3,medium,M,26,2624,Yes
F,Road,7,2,203,5,medium,F,61,1856,Yes
F,Ship,5,2,168,3,low,F,50,1486,Yes
D,Flight,3,4,250,3,low,F,3,2371,Yes
A,Flight,4,3,255,6,low,M,3,4278,Yes
B,Ship,2,4,151,4,low,F,2,1150,No
D,Ship,3,3,202,4,low,F,9,4917,No
F,Ship,3,5,147,3,low,F,4,5042,No
F,Flight,3,4,149,3,medium,F,3,4540,No
F,Ship,4,5,219,3,low,F,1,5221,No
D,Ship,5,1,198,5,medium,F,49,3187,Yes
C,Ship,3,2,210,2,medium,M,30,3928,Yes
F,Ship,3,1,243,3,medium,F,2,5827,Yes
F,Ship,4,2,195,3,medium,M,8,5198,No
B,Ship,5,1,271,2,high,M,46,2744,Yes
A,Ship,5,3,245,5,low,F,3,1409,No
B,Ship,5,1,242,5,low,F,8,1815,No
A,Ship,3,4,195,10,low,M,5,5950,Yes
A,Road,3,3,274,3,low,F,5,5981,Yes
F,Flight,6,1,309,4,low,F,6,1866,Yes
F,Ship,5,1,265,3,high,M,5,4951,Yes
D,Road,5,2,240,7,medium,F,57,2708,Yes
A,Ship,2,5,139,3,low,F,27,1233,Yes
A,Ship,3,2,199,2,medium,M,10,4659,No
A,Flight,3,2,149,2,medium,M,37,1699,Yes
F,Ship,4,4,174,2,low,F,11,1577,Yes
B,Road,2,5,104,7,low,M,12,1064,Yes
C,Road,4,5,142,2,low,M,2,5150,Yes
A,Road,5,1,238,4,medium,M,10,4668,No
F,Flight,3,3,153,2,low,F,39,1328,Yes
B,Road,3,4,206,3,medium,F,5,5915,No
C,Flight,6,2,148,4,low,M,56,1511,Yes
A,Road,3,1,157,3,medium,M,1,4391,No
F,Road,7,5,133,5,low,F,3,1544,Yes
F,Ship,6,2,286,4,low,F,3,1959,No
D,Road,5,5,154,3,medium,F,50,1389,Yes
A,Ship,3,2,271,5,low,M,5,4880,No
F,Ship,6,2,247,4,low,M,10,1556,No
B,Ship,4,1,237,3,low,F,10,5381,No
D,Road,4,5,142,2,low,M,2,4472,No
C,Ship,5,1,251,4,low,M,1,5011,Yes
F,Ship,3,4,239,4,medium,F,8,4537,No
F,Ship,5,1,178,2,low,F,5,4369,No
A,Flight,2,5,243,3,high,M,7,4486,No
D,Ship,3,3,135,3,medium,M,2,5860,No
C,Flight,3,3,192,3,high,F,4,4339,Yes
C,Ship,4,3,269,3,low,F,7,2538,Yes
A,Ship,5,1,241,3,low,F,7,5134,Yes
C,Road,4,5,262,6,medium,M,1,1249,No
B,Ship,4,4,224,10,medium,F,9,4149,No
F,Road,2,4,242,3,medium,M,8,4898,No
F,Ship,4,4,149,2,medium,F,9,4605,No
C,Ship,5,2,258,3,medium,F,8,4921,No
D,Road,4,4,231,2,low,F,4,5825,No
A,Ship,4,5,150,3,high,F,10,5767,Yes
A,Ship,4,3,245,5,low,M,7,1182,No
F,Ship,4,5,143,3,medium,F,8,4142,Yes
D,Ship,5,5,222,6,low,M,1,1962,No
F,Ship,3,5,265,3,medium,M,4,4268,Yes
F,Ship,4,3,269,5,low,M,2,1273,Yes
C,Ship,7,1,307,4,low,M,4,1371,Yes
C,Road,4,2,254,4,low,F,4,5137,Yes
B,Ship,3,3,174,2,low,F,1,5556,No
A,Road,3,2,175,2,low,M,9,4859,No
B,Flight,4,5,154,2,low,F,49,1532,Yes
D,Ship,3,5,268,4,high,M,5,3446,Yes
C,Ship,4,2,153,3,medium,F,53,1185,Yes
D,Ship,7,1,264,4,medium,F,9,1829,Yes
F,Ship,5,1,224,2,low,F,14,2959,Yes
A,Ship,5,4,203,2,high,F,2,4190,Yes
B,Ship,4,3,163,3,low,F,10,5002,Yes
F,Ship,4,4,245,4,medium,M,4,5203,Yes
C,Ship,5,5,223,5,medium,M,8,1132,No
B,Ship,7,3,267,4,low,M,7,1384,No
B,Flight,4,3,262,2,medium,F,3,4064,Yes
